name,years_active,session_count,companies,roles,sample_sessions,avatar_url,email,linkedin,twitter,notes
avatar for Ted Carling,2018,1,"Ecotone AnalyticsAs General Manager of Chowgirls Killer Catering, Ted grew revenue from $700K/year to $5M/year, using integrated dashboards that predicted sales cycles, pricing strategy, and staffing needs. Ted has an A.S. in Marketing from North Hennepin Community College, and is a leader at the...Read More →",,Impact Measurement: A Primer,//avatars.sched.co/d/9b/5912235/avatar.jpg?496,,,,
avatar for The Honorable Dr. Bill Frist,2018,1,"Senator Bill Frist is consistently recognized among the most influential leaders in American healthcare. He is a nationally acclaimed heart and lung transplant surgeon, former U.S. Senate Majority Leader...Read More →",,MANOVA Global Summit on the Future of Health in Medical Alley - Tuesday pass *Ex,//avatars.sched.co/7/24/5955070/avatar.jpg?7c8,,,,
avatar for The Social Lights (Host),2018,1,,,The Social Lights presents Social Media Trends on Tap,//avatars.sched.co/a/4c/6168754/avatar.jpg?326,,,,
avatar for The Stable (Host),2018,2,,,The Hard Road with The Stable and Gen7 Investments; The Hard Road with The Stable and Gen7 Investments,//avatars.sched.co/9/3e/6169027/avatar.jpg?50e,,,,
avatar for The Works Museum (Host),2018,2,,,Design It!: A Hack-a-thon for Kids and Families *External Ticket Required*; Design It!: A Hack-a-thon for Kids and Families *External Ticket Required*,//avatars.sched.co/0/2f/6168826/avatar.jpg?a40,,,,
avatar for Third Party Trust,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/2/52/6324168/avatar.jpg?994,,,,
avatar for Thomas Adams,2018,1,Better Futures MN,,The Power and Promise of a ReUSE Economy,//avatars.sched.co/b/8f/5912238/avatar.jpg?948,,,,
avatar for Thong Nguyen,2018,1,"Roomera Inc.Thong Nguyen is the founder of Roomera, Inc. where he uses virtual reality to help companies experience, test and learn from the future. He works with innovative business leaders to apply VR within the enterprise to accelerate prototyping and research, enhance learning, and aid in...Read More →",,The Future of Immersive Experiences - Panel Discussion,//avatars.sched.co/5/53/4280103/avatar.jpg?9d4,,,,
avatar for Tim Bornholdt,2023,1,"Recursive AwesomeI help people figure out how tech stuff works. I'm also CTO at Bionic Giant, a software architect, proud dad, happily married, avid public speaker, Ruby on Rails/iOS developer, anecdotalist, musician, and endurance athlete.",,TCSW Walk and Talk,//avatars.sched.co/f/1e/19170134/avatar.jpg?637,,,,
avatar for Tim Brunelle,"2018, 2023",2,"Content & Production, Land O'LakesTim is a creative brand marketing leader who’s been at the forefront of marketing innovation and storytelling since 1992. | MCAD Adjunct FacultyDad. Minnesotan. Creative entrepreneur. Adjunct faculty at MCAD.",,Growing Startup Cultures in Marketing and Sales; Leading Adoption at the Speed of AI,//avatars.sched.co/8/76/5941395/avatar.jpg?3ed,,,,
avatar for Tim Roman,2018,1,"Ecotone AnalyticsTim has over ten years of experience in Information Technology, including learning object development for the U of M, interactive product development, usability testing, and enterprise IT integration. Tim has an M.B.A. from Carlson School of Management, where he focused on emerging...Read More →",,Impact Measurement: A Primer,//avatars.sched.co/c/c5/5915963/avatar.jpg?c52,,,,
avatar for Tim Schuster,2018,1,"Popup Think TankTim Schuster is the Founder of Popup Think Tank, a network of facilitators who help social entrepreneurs and non-profit founders by hosting and facilitating experiences that build communities of brand ambassadors. Tim also works on teams at Thrivent Financial where they launch new...Read More →",,You're Necessary and Next: How a Brief History of Everything Will Inspire You to,//avatars.sched.co/8/ea/5804379/avatar.jpg?7ce,,,,
avatar for Tim Williams,2023,1,"T.WILL Sports IncTim Williams, the founder of T.Will Sports, is an authentic product of Minneapolis public schools. His journey and experiences have shaped his dedication to youth development through sports.With a deep-rooted belief in the transformative power of sports, Tim's personal and professional life has been profoundly influenced by his involvement in athletic endeavors. With over 25 years of combined experience as a player and coach in basketball, Tim brings a wealth of knowledge...Read More →",,NO Permission,//avatars.sched.co/7/84/19170080/avatar.jpg?c89,,,,
avatar for Tina Harpke,2018,1,Home2 Suites by Hilton Roseville/Minneapolis,,Serving the Service Industry: How Kipsu Learns Customer Success from the Pros,//avatars.sched.co/a/1c/6202026/avatar.jpg?ad3,,,,
avatar for Tom Corbett,2023,1,"Corbett Law LLCI'm an attorney with 18 years of experience working with technology teams of all sizes--from 2-person startups to Fortune 100 tech giants. Over the last 3 years, my focus has been supporting AI-powered products, including incorporating generative AI large language models (LLMs) for...Read More →",,How to Launch Generative AI Powered Products,//avatars.sched.co/4/bd/19171983/avatar.jpg?5d3,,,,
avatar for Tom Horgen,2018,1,Star Tribune,,Lola Red Presents How Media is Changing,//avatars.sched.co/7/e9/5914890/avatar.jpg?411,,,,
avatar for Tom Kramer,2018,1,"Kablooe DesignTom KraMer has been a product innovator for over 28 years, and holds a Certificate in Master of Product Development at Northwestern University and a bachelor’s degree in Industrial Design at MCAD. He also holds a certificate from Stanford University for the Cardiovascular System...Read More →",,Building Light Weight Connected Environments – Quick and Easy Ways to Enable Cos,//avatars.sched.co/d/53/5912529/avatar.jpg?f33,,,,
avatar for Tony Loyd,2018,1,"Social Entrepreneur PodcastI'm interested in positive stories from underrepresented voices, focused on solutions.",,Social Entrepreneur Live!,//avatars.sched.co/1/e6/5958268/avatar.jpg?21c,,,,
avatar for Tournament Time,2018,1,"competitive gameplay in a tournament structure, at fixed play times. Users have the...Read More →",,MacGo Night,//avatars.sched.co/9/0d/5915960/avatar.jpg?cd7,,,,
avatar for Towerside (Host),2018,1,,,Clustering the Twin Cities creative economy and innovation ecosystem along the G,//avatars.sched.co/d/89/6078175/avatar.jpg?6f7,,,,
avatar for TreeHouse Health (Host),2018,1,,,Unique Challenges and Opportunities of a Healthcare Startup,//avatars.sched.co/b/aa/6168784/avatar.jpg?913,,,,
avatar for Twin Cities Data Vizualization Group (Host),2018,2,RESPEC,,Vis-a-Vis Data Viz!; Vis-a-Vis Data Viz!,//avatars.sched.co/1/8c/6168781/avatar.jpg?d82,,,,
avatar for Two or More (Host),2018,1,,,TCSW + Two Or More: A special non-profit service event benefiting Free Bikes 4 K,//avatars.sched.co/5/4c/6078289/avatar.jpg?b41,,,,
avatar for Ty Thomas,2018,1,"Sr. Diversity Recruiter / OwnerTy Thomas is a Sr. Diversity Recruiter for US Bank. In just a few months on the job, he attended multiple diversity recruiting events across the country, and is driving Diversity & Inclusion efforts forward.  When he isn’t helping people find their dream job, he spends time growing...Read More →",,Keeping the Diverse in IT: A Lesson in Employee Retention *External Ticket Requi,//avatars.sched.co/7/29/6166252/avatar.jpg?d3f,,,,
avatar for Tyler Ebert,2018,2,"AdrenacardBorn and raised in rural Wisconsin, Tyler moved to Minnesota to attend the Carlson School of Management. Originally working for the University of Minnesota, he held various management positions in a Fortune 200 company and subsequently started several companies in the professional...Read More →",,Startups 101 *External Registration Required*; Mentor Morning,//avatars.sched.co/8/a0/5924768/avatar.jpg?985,,,,
avatar for Tyrre Burks,2018,1,Player's Health,,OKR and KPI Workshop / Techstars AMA with Alumni,//avatars.sched.co/4/97/6193900/avatar.jpg?b6f,,,,
avatar for U.S. Bank (Host),2018,4,,,P is for Partnership: A Discussion on how Corporations are Partnering with Start; Unconscious Bias: Nip it in the Bud; The Best from the Midwest - Discussion between Accelerator Leaders *External Reg,//avatars.sched.co/f/d3/6078028/avatar.jpg?f70,,,,
avatar for Upper Room,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/8/14/6324169/avatar.jpg?51b,,,,
avatar for Urban Innovation Fund (Host),2018,1,,,Venture capital 101: Confessions of a VC,//avatars.sched.co/b/25/6078679/avatar.jpg?b41,,,,
avatar for Vicki Holt,2018,1,"ProtolabsVicki Holt has been President and Chief Executive Officer at Protolabs since February 2014. Prior to joining us, Holt served as President and Chief Executive Officer of Spartech Corporation, a leading producer of plastic sheet, compounds and packaging products, from September 2010...Read More →",,Game Changers Track - MANOVA Global Summit on the Future of Health in Medical Al,//avatars.sched.co/7/3b/5955724/avatar.jpg?6d6,,,,
avatar for Vicki Raport,2018,1,,,Begin with the End in Mind: This Endeavor is a Smashing Success...Now What?,//avatars.sched.co/d/42/5967229/avatar.jpg?601,,,,
avatar for Victoria Schanen,"2018, 2023",3,"KipsuVictoria manages talent strategy at Kipsu, Inc, drawing on over a dozen years in high-volume, high-impact tech recruiting. From hiring to employee engagement to traditional HR functions, Victoria energetically bolsters startups. Outside of Kipsu, she's been known to blog, podcast...Read More → | ghrow.ioVictoria partners with Founders and CEOs to grow and invest in their company's most important asset - their people. Her passion is building HR and Recruiting functions from scratch for SaaS startups with under 50 employees and no HR on staff. She founded Ghrow.io to support and add...Read More →",,Scaling Company Culture as you and your Business Grow; Founders' Guide to HR & People Ops: What You Need and When; Experts on Tap - Leveraging Fractional Leaders in Startups,//avatars.sched.co/4/27/5948008/avatar.jpg?b92,,,,
avatar for Vinayak Bhat,2018,1,Synechron,,Regulatory Climate & Legal Considerations for Growing FinTech Companies: Current,//avatars.sched.co/9/34/6342955/avatar.jpg?95a,,,,
avatar for Voyager Campervans (Host),2018,1,,,Minnesota Made Products and Brands,//avatars.sched.co/3/1e/6078394/avatar.jpg?f21,,,,
avatar for Wael Mohammed,2018,1,Field Nation,,Minimal Lovable Product,//avatars.sched.co/a/a4/5912515/avatar.jpg?89b,,,,
avatar for Wells Fargo Startup Accelerator (Host),2018,1,,,How to Land a Big Fish: Pitching to Fortune 500 Financial Services *External Reg,//avatars.sched.co/1/59/6077443/avatar.jpg?29a,,,,
avatar for Wellworth (Host),2018,1,,,Leveraging Google Analytics For Your Business,//avatars.sched.co/2/f9/6169270/avatar.jpg?c48,,,,
avatar for Wendi Russo,2018,1,"Home Shopping NetworkWendi Russo has been a successful sales leader as a  TV Home Shopping Host for 14 years with Evine Live formerly Shop NBC where she learned to sell anything in 4 minutes or less.  As a TV Home Shopping Host, Wendi was able to combine her TV, Film & improv training with her previous...Read More →",,Coffee & Closers :: Women in Sales,//avatars.sched.co/f/46/5921205/avatar.jpg?74c,,,,
avatar for Will Dahlgren,2018,1,"Body KnowledgeWill is a former athlete turned sales professional turned entrepreneur. He has a background in medical device sales and software. As the founder of Body Knowledge, he helps fitness and wellness facilities engage their audience, increase retention, prove their programs work, and keep...Read More →",,Low-Cost Validation: What We've Learned From Helping 100+ Startups,//avatars.sched.co/9/2c/5914718/avatar.jpg?0b1,,,,
avatar for Will Preble,2023,23,"3M | Aeterna | City of St. Paul | Cytilife, Inc. | Launch Minnesota | Mymeds.com | Smart North",,Building for Tomorrow: The Imperative of Smart and Resilient 21st Century Infras; Building for Tomorrow: The Imperative of Smart and Resilient 21st Century Infras; Building for Tomorrow: The Imperative of Smart and Resilient 21st Century Infras,//avatars.sched.co/7/36/19206041/avatar.jpg?e4c,,,,
avatar for Will Russell,2023,1,Russell Marketing,,Launch in 5: Take Your Idea from Lightbulb Moment to Profitable Business in Reco,//avatars.sched.co/e/5e/19170869/avatar.jpg?aa9,,,,
avatar for Willemijn Schneyder,2023,1,"SwipeGuideDutch Founder getting grounded in the Minnesotan way-of-life.  I drive Simplicity beyond Complexity across industries and markets.Proud Founder | SwipeGuide | Curiosist | Climate Optimist | Mom | intersectional FeministExcited to chat about: B2B Enterprise SaaS, Manufacturing, C...Read More →",,Scaling Industrial B2B SaaS Internationally: a European Perspective,//avatars.sched.co/0/5d/19228659/avatar.jpg?498,,,,
avatar for Zachary J. Robins,2018,2,"Messerli KramerZach Robins is a Securities Attorney in the Business Services group who assists clients with capital raises and related financing work. Zach also specializes in investment crowdfunding and securities tokenization, creating new pathways for company capital raising and liquidity for...Read More →",,Crypto Breakfast; Preparing Your Startup For Investment,//avatars.sched.co/e/8e/5914883/avatar.jpg?14b,,,,
avatar for Zack Olson,2018,1,"The Marketing RefZack Olson is The Marketing Ref. He is an expert digital marketing veteran, agency owner, and marketing coach. Zack is a certified Google Partner and Trainer. A data-first marketer and believer in analytic-based decisions in today’s connected economy. Oh, and he's nice.At Forward Slash Marketing, we help you Understand Customers, Know Competitors, and Measure Business with marketing audits, data strategies, and impactful reporting. Awareness is gained by using your senses, online it's using analytics and data. Leverage the insights from data to...Read More →",,Leveraging Google Analytics For Your Business,//avatars.sched.co/e/53/5987620/avatar.jpg?b0f,,,,
